"SpatialCoords.Pos_X","SpatialCoords.Pos_Y","PatientID","ClusterCellType"
3320.17543859649,306.719298245614,"patient3","Endothelial"
1629.10714285714,306.433035714286,"patient3","Treg"
1982.17985611511,307.489208633094,"patient3","B cells"
1658.79166666667,307.550925925926,"patient3","Stroma"
1674.9025974026,307.590909090909,"patient3","Stroma"
2753.37558685446,307.06572769953,"patient3","Stroma"
2846.55240174673,307.220524017467,"patient3","Treg"
2827.34951456311,309.902912621359,"patient3","Treg"
2813.74820143885,311.985611510791,"patient3","Treg"
3281.72058823529,310.444852941176,"patient3","Treg"
1011.8488372093,313.139534883721,"patient3","Tumor"
2246.36363636364,314.090909090909,"patient3","Stroma"
2880.94059405941,314.90099009901,"patient3","Stroma"
1306.04854368932,315.880258899676,"patient3","MPs"
2794.59073359073,317.258687258687,"patient3","Treg"
2299.90683229814,319,"patient3","Stroma"
1328.92,321.24,"patient3","Tcyt"
3200.27586206897,321.586206896552,"patient3","Stroma"
3155.98039215686,320.833333333333,"patient3","Endothelial"
3119.91074130106,323.509833585477,"patient3","Treg"
1973.74698795181,324.189328743546,"patient3","B cells"
2934.5,324.363636363636,"patient3","Stroma"
1374.82568807339,324.323139653415,"patient3","Treg"
2285.02448979592,324.938775510204,"patient3","Stroma"
3250.11111111111,325.666666666667,"patient3","Stroma"
1762.25213675214,327.98433048433,"patient3","B cells"
2375.2049382716,328.251851851852,"patient3","Stroma"
2098.87123287671,331.956164383562,"patient3","Stroma"
2476.84489795918,332.438775510204,"patient3","Stroma"
2142.38783269962,331.19391634981,"patient3","Stroma"
3164.88356164384,332.013698630137,"patient3","Stroma"
3277.64736842105,333.524561403509,"patient3","Thelp"
2122.9197761194,334.527985074627,"patient3","Stroma"
3064.08163265306,334.34693877551,"patient3","Stroma"
2327.34210526316,335.271929824561,"patient3","Stroma"
1699.89693593315,337,"patient3","Stroma"
1249.125,336.105263157895,"patient3","Treg"
1126.30348258706,337.553897180763,"patient3","Tumor"
1174.92220421394,340.471636952998,"patient3","Treg"
1403.4419525066,340.817941952507,"patient3","Treg"
934.038507821901,352.839951865223,"patient3","Tumor"
1775.4203539823,343.265486725664,"patient3","Endothelial"
1819.38190954774,340.889447236181,"patient3","Stroma"
2936.38011695906,345.134502923977,"patient3","Stroma"
1232.45889101338,345.370936902486,"patient3","Treg"
917.978021978022,345.340659340659,"patient3","Tumor"
2492.29913043478,347.742608695652,"patient3","Endothelial"
956.444444444444,346.351851851852,"patient3","Tumor"
1868.0060851927,346.74645030426,"patient3","Treg"
1063.17154811715,346.757322175732,"patient3","Tumor"
1188.55194805195,348.915584415584,"patient3","Treg"
1626.13836477987,349.292452830189,"patient3","Stroma"
3119.18018018018,352.36036036036,"patient3","Stroma"
1897.76666666667,350.666666666667,"patient3","Stroma"
1957.96116504854,351.271844660194,"patient3","Thelp"
2244.37956204379,352.306569343066,"patient3","Stroma"
1677.79807692308,354.477564102564,"patient3","Stroma"
2746.30890052356,354.581151832461,"patient3","Stroma"
1502.70790816327,355.34056122449,"patient3","Thelp"
2223.13225806452,356.132258064516,"patient3","Stroma"
3171.52631578947,356.231578947368,"patient3","Thelp"
1939.31615120275,356.611683848797,"patient3","Treg"
2892.78787878788,357.535353535354,"patient3","Stroma"
1337.40355677155,354.13269493844,"patient3","MPs"
964.241666666667,357.491666666667,"patient3","Tumor"
2242.31578947368,358.5,"patient3","Stroma"
2545,358.285714285714,"patient3","Stroma"
1051.03571428571,362.871428571429,"patient3","Tumor"
1217.99570815451,359.695278969957,"patient3","Treg"
1751.59090909091,360.122009569378,"patient3","Stroma"
2847.76584507042,359.977112676056,"patient3","Treg"
1530.85888888889,361.813333333333,"patient3","Treg"
3101.39698492462,363.075376884422,"patient3","Stroma"
1397.93455497382,364.015706806283,"patient3","Treg"
2325.58032786885,364.449180327869,"patient3","Stroma"
2864.05,366.575,"patient3","Stroma"
2622.71135430917,367.274965800274,"patient3","Treg"
1824.28034682081,367.846820809249,"patient3","Stroma"
1843.18181818182,367.844155844156,"patient3","Stroma"
3184.72222222222,368.662962962963,"patient3","Stroma"
890.020746887967,369.016597510373,"patient3","Tumor"
2963.16806722689,369.470588235294,"patient3","Stroma"
3143.34897360704,369.466275659824,"patient3","Treg"
911.858490566038,372.213836477987,"patient3","Tumor"
1021.18518518519,372.833333333333,"patient3","Tumor"
1908.16216216216,374.675675675676,"patient3","MPs"
3198.63366336634,372.554455445545,"patient3","Stroma"
1151.62011637573,368.354945968412,"patient3","MPs"
2840.95890410959,373.561643835617,"patient3","Treg"
2258.15461346633,374.563591022444,"patient3","Stroma"
1990.93384223919,376.544529262087,"patient3","Stroma"
2205.2358490566,376.952830188679,"patient3","Stroma"
1087.72388059701,379.007462686567,"patient3","Tumor"
2113.23247232472,379.546125461255,"patient3","Stroma"
2220.75242718447,379.417475728155,"patient3","Stroma"
1292.94782608696,380.547826086957,"patient3","Tcyt"
3257.72845953003,380.681462140992,"patient3","Stroma"
2318.78571428571,381.642857142857,"patient3","Stroma"
2241.83548387097,383.238709677419,"patient3","Stroma"
2381.95818815331,383.428571428571,"patient3","Stroma"
2086.74747474747,384.987878787879,"patient3","Stroma"
1644.78077571669,384.765598650927,"patient3","Thelp"
1361.76757532281,384.583931133429,"patient3","Tcyt"
1429.40150093809,390.673545966229,"patient3","Treg"
2137.18584070796,390.53982300885,"patient3","Treg"
3432.28,391.64,"patient3","Thelp"
1840.99704142012,394.53550295858,"patient3","Stroma"
2933.8021978022,394.582417582418,"patient3","Stroma"
2989.44873341375,395.24728588661,"patient3","Treg"
1056.8,396,"patient3","Tumor"
2914.21158129176,395.273942093541,"patient3","MPs"
3258.35,395.35,"patient3","Stroma"
813.661538461538,396.576923076923,"patient3","MPs"
1558.27389443652,396.378031383737,"patient3","Treg"
1691.15789473684,399.157894736842,"patient3","MPs"
2020.57878787879,398.987878787879,"patient3","Stroma"
2607.86666666667,399.466666666667,"patient3","Stroma"
823.87012987013,399.272727272727,"patient3","MPs"
1295.28813559322,400.618644067797,"patient3","Tcyt"
1277.72786885246,401.029508196721,"patient3","Tcyt"
1651.375,399.21875,"patient3","MPs"
1623.2156626506,401.275903614458,"patient3","Treg"
1015.34645669291,404.818897637795,"patient3","Tumor"
789.974683544304,404.73417721519,"patient3","Tumor"
1550.65151515152,405.393939393939,"patient3","Treg"
835.382899628253,405.970260223048,"patient3","MPs"
811.043956043956,406.43956043956,"patient3","MPs"
1092.68388429752,407.836776859504,"patient3","Tumor"
791.740124740125,415.964656964657,"patient3","MPs"
2120.13010204082,408.885204081633,"patient3","Stroma"
1563.41666666667,409.083333333333,"patient3","Treg"
1792.89962825279,410.92936802974,"patient3","Stroma"
1776.5527638191,410.386934673367,"patient3","Stroma"
1124.595684803,418.317073170732,"patient3","Tumor"
3466.39629990263,412.207400194742,"patient3","Plasma"
2917.43137254902,412.941176470588,"patient3","Stroma"
1398.12389380531,413.41592920354,"patient3","Thelp"
2158,414.210526315789,"patient3","Stroma"
2286.23062015504,414.761627906977,"patient3","Stroma"
2390.74846625767,415.773006134969,"patient3","Stroma"
3266.26892430279,415.623505976096,"patient3","Stroma"
3419.91694352159,415.057585825028,"patient3","Plasma"
2614.21929824561,417.815789473684,"patient3","Stroma"
2240.07374631268,419.569321533923,"patient3","Stroma"
2599.8323699422,419.057803468208,"patient3","Stroma"
1764.07978723404,420.375,"patient3","Stroma"
2582.00561797753,418.983146067416,"patient3","Stroma"
2757.54694835681,418.598591549296,"patient3","MPs"
1017.58222222222,415.702222222222,"patient3","Tumor"
1282.85714285714,419.5,"patient3","Tcyt"
1976.76363636364,423.881818181818,"patient3","Stroma"
2226.0701754386,421.087719298246,"patient3","Stroma"
2064.23846153846,421.838461538462,"patient3","Stroma"
1641.31137724551,422.455089820359,"patient3","Tcyt"
1728.96557120501,424.654147104851,"patient3","MPs"
1565.32748538012,424.595029239766,"patient3","Tcyt"
3026.87387387387,424.135135135135,"patient3","Stroma"
1795.30172413793,424.005747126437,"patient3","Stroma"
821.021333333333,425.885333333333,"patient3","MPs"
1846.8,427.3,"patient3","MPs"
3495.81016442451,422.156950672646,"patient3","Stroma"
1151.70840197694,429.675453047776,"patient3","Tcyt"
1175.48623853211,430.256880733945,"patient3","Tcyt"
1965.86160714286,431.3125,"patient3","Stroma"
2005.59299781182,431.612691466083,"patient3","Thelp"
2425.55917159763,432.834319526627,"patient3","Stroma"
2519.26315789474,433.06015037594,"patient3","Stroma"
2804.67632850242,432.468599033816,"patient3","Stroma"
1816.05,433.9,"patient3","Thelp"
2088.13636363636,434.25,"patient3","Stroma"
1499.28228571429,433.485714285714,"patient3","Tcyt"
1022.63867403315,430.458563535912,"patient3","Tumor"
1416.23125,432.5625,"patient3","Tumor"
3321.32868217054,438.032558139535,"patient3","Stroma"
1248.34675615213,436.541387024609,"patient3","Tumor"
2596.36936936937,439.279279279279,"patient3","Stroma"
1955.73958333333,437.53125,"patient3","Stroma"
759.810880829016,437.753886010363,"patient3","Tumor"
1612.71014492754,439.057971014493,"patient3","Treg"
2205.9884057971,438.44347826087,"patient3","Stroma"
840.655375552283,439.546391752577,"patient3","MPs"
2818.58356164384,440.421917808219,"patient3","Stroma"
3162.28217821782,441.49504950495,"patient3","Stroma"
780.748735244519,442.074198988196,"patient3","MPs"
1587,441.8,"patient3","MPs"
1794.03973509934,442.519867549669,"patient3","Treg"
2886.28846153846,442.242307692308,"patient3","Stroma"
3019.38602329451,443.134775374376,"patient3","Treg"
743.912790697674,443.488372093023,"patient3","Tumor"
1752.93681917211,443.63834422658,"patient3","Thelp"
1120.75,443.5,"patient3","Tumor"
3358.26560846561,443.878306878307,"patient3","Endothelial"
1806.56603773585,445.377358490566,"patient3","Endothelial"
1303.059972106,445.765690376569,"patient3","Tumor"
1878.65836791148,448.081604426003,"patient3","MPs"
2010.30569948187,446.497409326425,"patient3","Stroma"
3530.72402597403,447.292207792208,"patient3","Endothelial"
1158.98717948718,446.051282051282,"patient3","Tcyt"
2946.25,448.984375,"patient3","Stroma"
1269.21,446.843333333333,"patient3","Tumor"
873.932203389831,451.525423728814,"patient3","Stroma"
2684.39285714286,451.821428571429,"patient3","Stroma"
1191.453125,453.53125,"patient3","Tumor"
3251.10204081633,453.551020408163,"patient3","Stroma"
1166.39534883721,454.240310077519,"patient3","Tcyt"
1908.73800738007,454.948339483395,"patient3","Endothelial"
734.602209944751,454.795580110497,"patient3","MPs"
1963.45117845118,456.575757575758,"patient3","Stroma"
2951.35294117647,456.176470588235,"patient3","Stroma"
2492.55395683453,457.194244604317,"patient3","Stroma"
893.97373358349,460.748592870544,"patient3","MPs"
2513.51675977654,458.617318435754,"patient3","Stroma"
1634.0547024952,461.646833013436,"patient3","MPs"
921.411764705882,460.882352941176,"patient3","Tumor"
960.768518518518,460.305555555556,"patient3","Tumor"
1713.2856109906,454.266811279826,"patient3","Treg"
1604.82281879195,462.661744966443,"patient3","Thelp"
1989.81434599156,461.196202531645,"patient3","Stroma"
762.775821596244,462.955399061033,"patient3","MPs"
1920.21852731591,465.021377672209,"patient3","Treg"
3274.0625,463.71875,"patient3","Stroma"
3528.30769230769,461.326923076923,"patient3","Stroma"
2065.06824925816,464.086053412463,"patient3","Stroma"
3294.7525,465.29,"patient3","Stroma"
830.463095238095,464.039285714286,"patient3","MPs"
2232.58272327965,466.506588579795,"patient3","Stroma"
3055.81818181818,465.818181818182,"patient3","Stroma"
1130.4769874477,467.928870292887,"patient3","Tumor"
937.5,468,"patient3","Tumor"
1950.33628318584,467.076696165192,"patient3","Stroma"
2310.79649122807,470.686549707602,"patient3","MPs"
2164.58604651163,469.790697674419,"patient3","Treg"
1748.9234828496,471.27308707124,"patient3","Treg"
800.397826086957,474.195652173913,"patient3","MPs"
3227.39726027397,473.150684931507,"patient3","Thelp"
1929.58445040214,476.337801608579,"patient3","Treg"
1522.83561643836,478.109589041096,"patient3","Tumor"
3096.39583333333,477,"patient3","Stroma"
1885.34439834025,476.846473029046,"patient3","Stroma"
3106.86666666667,478.533333333333,"patient3","Stroma"
907.994871794872,476.174358974359,"patient3","MPs"
1319.03103448276,479.668965517241,"patient3","Tumor"
2047.20941176471,478.498823529412,"patient3","Stroma"
958.5,479,"patient3","Tumor"
2626.77777777778,479.5,"patient3","Stroma"
3241.06944444444,479.25,"patient3","Stroma"
3139.14498933902,480.3539445629,"patient3","Stroma"
2252.29336734694,482.808673469388,"patient3","Stroma"
1286.44164759725,480.604118993135,"patient3","Tumor"
2169.16374269006,480.877192982456,"patient3","Treg"
1503.46666666667,482.366666666667,"patient3","Tcyt"
2181.26530612245,482.811224489796,"patient3","Treg"
3501.3205918619,483.055487053021,"patient3","Plasma"
3535.75180722892,484.084337349398,"patient3","Plasma"
2386.57419354839,483.335483870968,"patient3","Stroma"
1799.1858974359,477.892628205128,"patient3","Treg"
1709.99530516432,485.701095461659,"patient3","Thelp"
2141.69242658423,485.387944358578,"patient3","Treg"
2470.27304964539,486.595744680851,"patient3","Stroma"
935.251773049645,489.301418439716,"patient3","MPs"
1730.43181818182,488.318181818182,"patient3","Thelp"
1140.68227424749,489.107023411371,"patient3","Tumor"
1689.50881612091,489.866498740554,"patient3","Thelp"
900.052123552124,491.158301158301,"patient3","MPs"
3099.00480769231,491.235576923077,"patient3","Stroma"
1948.97680412371,491.994845360825,"patient3","Tcyt"
1992.2645631068,491.645631067961,"patient3","Stroma"
2445.3399339934,491.323432343234,"patient3","Stroma"
2792.14814814815,489.671296296296,"patient3","Treg"
3556.39980449658,489.929618768328,"patient3","Plasma"
1361.57784431138,492.526946107784,"patient3","Tcyt"
3031.99176954733,495.337448559671,"patient3","Stroma"
3412.73029045643,495.410788381743,"patient3","MPs"
1305.10273972603,496.602739726027,"patient3","Tumor"
1382.59677419355,493.101075268817,"patient3","TILs"
2307.28328611898,495.651558073654,"patient3","Stroma"
1823.14505776637,498.109114249037,"patient3","Treg"
2253.05776173285,497.187725631769,"patient3","Stroma"
2809.67158671587,505.729397293973,"patient3","Treg"
1674.71287128713,498.294554455446,"patient3","MPs"
3434.1320754717,499.849056603774,"patient3","Thelp"
1464.6993006993,504.185314685315,"patient3","Tumor"
1491.90145985401,501.656934306569,"patient3","Tcyt"
2837.92682926829,502.963414634146,"patient3","Treg"
1774.41192411924,506.021680216802,"patient3","Stroma"
972.80888030888,502.102316602317,"patient3","MPs"
1924.69217391304,503.372173913043,"patient3","Endothelial"
2490.69491525424,503.474576271186,"patient3","Stroma"
1290.19856115108,502.574100719425,"patient3","Tumor"
877.72,505.238181818182,"patient3","MPs"
2869.36363636364,506.090909090909,"patient3","Stroma"
2511.0462633452,507.879003558719,"patient3","Stroma"
3513.21568627451,506.926470588235,"patient3","Treg"
1356.33777777778,512.127777777778,"patient3","Tcyt"
1402.89270386266,506.896995708155,"patient3","Tumor"
2968.46212121212,502.431818181818,"patient3","Treg"
3259.90600226501,508.83805209513,"patient3","Treg"
2708.52811735941,509.132029339853,"patient3","Stroma"
994.575187969925,510.582706766917,"patient3","MPs"
1391.96116504854,513.300970873786,"patient3","Tumor"
1479.32653061224,512.948979591837,"patient3","Tumor"
2039.27407407407,511.587654320988,"patient3","Stroma"
1450.0176565008,503.465489566613,"patient3","Tumor"
2061.84,512.916363636364,"patient3","Treg"
2387.82912332838,515.075780089153,"patient3","Treg"
2159.15697674419,514.78488372093,"patient3","Stroma"
3530.34782608696,514.057971014493,"patient3","Thelp"
2728.42424242424,515.977272727273,"patient3","Stroma"
912.741935483871,516.33064516129,"patient3","MPs"
2833.06574394464,516.121107266436,"patient3","Treg"
1311.53178294574,518.51007751938,"patient3","Tumor"
2181.9980952381,517.434285714286,"patient3","Endothelial"
2414.28021978022,518.181318681319,"patient3","Treg"
2115.18620689655,518.71724137931,"patient3","Endothelial"
2085.82926829268,518.510162601626,"patient3","Treg"
755.3,519.7,"patient3","Tumor"
3094.81818181818,520.878787878788,"patient3","Stroma"
2640.53631284916,521.488826815642,"patient3","Stroma"
3585.08869179601,518.764966740576,"patient3","Plasma"
1288.96511627907,521.697674418605,"patient3","Tumor"
1382.27857142857,522.092857142857,"patient3","Tumor"
1850.70378378378,520.964324324324,"patient3","Treg"
988.25,523.897058823529,"patient3","MPs"
2471.33333333333,522.593220338983,"patient3","Treg"
3023.23529411765,523.294117647059,"patient3","Stroma"
2222.14285714286,523.485714285714,"patient3","Stroma"
2662.52397260274,522.541095890411,"patient3","Stroma"
774.888888888889,525.044444444444,"patient3","Tumor"
954.094650205761,524.43621399177,"patient3","MPs"
1595.86307053942,525.53734439834,"patient3","Tumor"
2247.17863397548,524.574430823117,"patient3","Stroma"
926.520681265207,526.287104622871,"patient3","MPs"
1437.9,527.344827586207,"patient3","Tumor"
2930.06756756757,526.27027027027,"patient3","Treg"
1028.53827160494,528.012345679012,"patient3","MPs"
1103.09411764706,529.152941176471,"patient3","Tumor"
2340.47328244275,530.18320610687,"patient3","Stroma"
725.723076923077,530.078461538462,"patient3","Tumor"
1387.15948275862,536.247126436782,"patient3","Tumor"
1237.54032258065,530.806451612903,"patient3","Tumor"
2458.11081794195,530.015831134565,"patient3","Plasma"
2870.54471544715,531.371951219512,"patient3","MPs"
1342.46126760563,530.616197183099,"patient3","Tcyt"
2716.86865671642,531.420895522388,"patient3","MPs"
1278.52136752137,530.521367521368,"patient3","Tumor"
2140.4623655914,535.336917562724,"patient3","Stroma"
2800.46075949367,533.716455696203,"patient3","Stroma"
3374.37037037037,534.066666666667,"patient3","Stroma"
3502.25235109718,534.451410658307,"patient3","MPs"
2301.78787878788,534.285714285714,"patient3","Stroma"
2765.76599063963,535.556942277691,"patient3","Stroma"
1882.08770053476,533.182887700535,"patient3","MPs"
3177.06124093473,533.92425463336,"patient3","Stroma"
1259.19786910198,536.636225266362,"patient3","Tumor"
2509.99358974359,538.136752136752,"patient3","Stroma"
2275.26675786594,536.511627906977,"patient3","Stroma"
3022.6943231441,533.213973799127,"patient3","Stroma"
2561.86370157819,538.529411764706,"patient3","Stroma"
1094.89024390244,538.182926829268,"patient3","Tumor"
1736.43683083512,537.890792291221,"patient3","Tcyt"
2953.09963099631,542.84963099631,"patient3","Tcyt"
938.770618556701,540.337628865979,"patient3","MPs"
3353.1955922865,539.716253443526,"patient3","Treg"
617.108225108225,539.4329004329,"patient3","Tumor"
2040.00847457627,541.811440677966,"patient3","Treg"
3407.14438502674,541.44385026738,"patient3","Stroma"
593.830097087379,541.900485436893,"patient3","Tumor"
651.641509433962,542.452830188679,"patient3","Tumor"
2849.31944444444,542.196428571429,"patient3","Stroma"
958,542.5,"patient3","MPs"
1973.15740740741,544.342592592593,"patient3","Stroma"
3241.73042505593,545.850111856823,"patient3","Plasma"
1065.49038461538,549.072802197802,"patient3","MPs"
1281.96726862302,546.970654627539,"patient3","Tumor"
3315.38286713287,547.652097902098,"patient3","Treg"
1309.25,547.75,"patient3","Tumor"
2736.22023809524,546.892857142857,"patient3","MPs"
1660.41252302026,549.278084714549,"patient3","Tcyt"
2481.12878787879,550.113636363636,"patient3","Thelp"
3337.37060702875,551.709265175719,"patient3","Treg"
2673.78443113772,550.59880239521,"patient3","Stroma"
2127.60567823344,550.794952681388,"patient3","Stroma"
606.675324675325,553.34632034632,"patient3","Tumor"
1429.57311534968,553.045413260672,"patient3","Tumor"
3574.68085106383,552.597872340426,"patient3","Treg"
2760.66953528399,552.595524956971,"patient3","Tcyt"
3224.28571428571,553.47619047619,"patient3","Plasma"
2513.5024,552.696,"patient3","Thelp"
2878.83974358974,554.096153846154,"patient3","Stroma"
1249.79761904762,554.916666666667,"patient3","Tumor"
2782.73770491803,555.147540983607,"patient3","Tcyt"
1900.98819362456,556.672963400236,"patient3","Tcyt"
2234.10034602076,557.356401384083,"patient3","Stroma"
1688.5,558.285714285714,"patient3","Tumor"
959.555056179775,558.970786516854,"patient3","MPs"
1485.17314487633,558.961130742049,"patient3","Tumor"
1501.93801652893,547.162809917355,"patient3","Tumor"
3279.65625,559.9,"patient3","Plasma"
1017.27868852459,561.508196721311,"patient3","MPs"
2817.68948655257,562.674816625917,"patient3","Endothelial"
571.882778581766,561.68017366136,"patient3","Tumor"
2722.80879864636,560.830795262267,"patient3","Endothelial"
2925.26972010178,562.857506361323,"patient3","Stroma"
3461.02173913043,562.739130434783,"patient3","Tumor"
3433.58064516129,563.774193548387,"patient3","Tumor"
3207.69742813918,563.357034795764,"patient3","Plasma"
545.96875,566.015625,"patient3","Tumor"
623.14113785558,569.552516411379,"patient3","Tumor"
2588.93099121706,566.136762860728,"patient3","Plasma"
1955.48275862069,566.129310344828,"patient3","Thelp"
2526.03488372093,566.116279069767,"patient3","Endothelial"
1400.84210526316,567.275541795666,"patient3","Tumor"
764.895081967213,566.432786885246,"patient3","Tumor"
2279.30813953488,567.970930232558,"patient3","Treg"
2411.65217391304,568.417391304348,"patient3","Thelp"
2297.08,568.44,"patient3","Stroma"
662.479233226837,571.55910543131,"patient3","Tumor"
831.622,572.066,"patient3","Tumor"
2642.54375,570.771875,"patient3","Stroma"
3137.05882352941,575.042986425339,"patient3","Stroma"
1026,572.5,"patient3","MPs"
2434.79162702188,574.982873453853,"patient3","Thelp"
2614.76729559748,572.899371069182,"patient3","Plasma"
984.847426470588,572.819852941176,"patient3","MPs"
2540.66101694915,574.042372881356,"patient3","Endothelial"
2557.81417112299,565.810160427807,"patient3","Endothelial"
859.836032388664,574.710526315789,"patient3","Tumor"
3562.75,572.758771929825,"patient3","Plasma"
749.597826086957,576.635869565217,"patient3","Tumor"
1441.38036809816,575.715746421268,"patient3","Tumor"
1084.44252873563,575.867816091954,"patient3","MPs"
1105.79175257732,577.672164948454,"patient3","MPs"
3579.59259259259,577.185185185185,"patient3","MPs"
648.975460122699,577.846625766871,"patient3","Tumor"
2814.84245076586,577.142231947484,"patient3","Endothelial"
1207.98394495413,578.98623853211,"patient3","Tumor"
1850.10196078431,578.717647058824,"patient3","TILs"
3286.08805031447,579.778825995807,"patient3","Treg"
2054.04953917051,579.917050691244,"patient3","Endothelial"
1060.83571428571,581.219047619048,"patient3","MPs"
3441.15632754342,579.615384615385,"patient3","Tumor"
784.698340874811,583.345399698341,"patient3","Tumor"
2391.40304182509,584.479087452472,"patient3","MPs"
2663.63053097345,585.194690265487,"patient3","Plasma"
2987.2371967655,584.277628032345,"patient3","Stroma"
3498.95652173913,584.826086956522,"patient3","Tumor"
1460.24423963134,584.176651305684,"patient3","Tumor"
1897.93093093093,585.346846846847,"patient3","Tcyt"
1496.18181818182,584.363636363636,"patient3","Tumor"
570.988805970149,585.432835820896,"patient3","Tumor"
708.379562043796,586.544201135442,"patient3","Tumor"
1650,586.285714285714,"patient3","Tumor"
2017.82844036697,581.953211009174,"patient3","Treg"
2526.81090909091,586.805454545454,"patient3","Stroma"
2695.40174129353,585.812189054726,"patient3","Treg"
2247.86265060241,587.44578313253,"patient3","Stroma"
1785.11029411765,583.002450980392,"patient3","Tumor"
1388.49180327869,588.801788375559,"patient3","Tumor"
1039.6880733945,589.146788990826,"patient3","MPs"
535.54064516129,589.708387096774,"patient3","Tumor"
1329.17065556712,588.486992715921,"patient3","Tumor"
1099.77987421384,590.150943396226,"patient3","MPs"
2172,591.5,"patient3","Stroma"
1478.6430976431,595.457912457912,"patient3","Tumor"
1605.97459727385,585.459727385378,"patient3","Tcyt"
1026.2429245283,593.417452830189,"patient3","MPs"
1426.46572934974,594.592267135325,"patient3","Tumor"
644.938663745893,596.434830230011,"patient3","Tumor"
758.107033639144,593.905198776758,"patient3","Tumor"
511.382695507488,596.911813643927,"patient3","Tumor"
592.526946107784,596.585628742515,"patient3","Tumor"
1071.53097345133,596.755162241888,"patient3","MPs"
1812.00698602794,597.086826347305,"patient3","Tcyt"
1938.83625730994,595.877192982456,"patient3","MPs"
2484.13738019169,596.990415335463,"patient3","Stroma"
2962.92563600783,598.894324853229,"patient3","MPs"
2022.67532467532,598.207792207792,"patient3","Treg"
3519.25897435897,598.261538461538,"patient3","Tumor"
